User full name,Year,NoIP,Created,Deleted,Downloaded,Ended,Reset,Shown,Started,Submitted,Updated,Uploaded,Viewed,Holiday,Week 01,Week 02,Week 03,Week 04,Week 05,Week 06,Week 07,Week 08,Week 09,Week 10,Week 11,Week 12,Week 13,Week 14,Mean events,Max events,Min events,Total events,1st half sem,2nd half sem,Visit days,Events,Day events min,Day events max,Weekend days,Class days,Out days,Afternoon,Evening,Morning,Night,Class,Out,Frequency,Recency,T
9810,2019,19,3,,,2,,1,4,3,,3,395,,23,10,9,16,47,64,14,,11,6,33,66,75,37,31.61538462,75,6,411,183,228,37,411,1,36,4,11,29,58,213,,140,113,298,36,97,101
9793,2019,17,4,,,1,,2,3,5,1,5,180,,18,14,4,2,3,59,6,5,4,3,2,28,30,23,14.35714286,59,2,201,106,95,27,201,1,36,3,12,17,94,69,12,26,89,112,26,99,102
17379,2019,18,4,,,2,,1,3,4,,4,283,3,33,19,7,7,5,66,5,6,12,4,8,15,78,33,21.28571429,78,4,298,142,156,44,301,1,45,8,2,44,97,67,45,92,31,270,43,102,104
9795,2019,11,3,,4,2,,,2,3,,3,169,,,2,5,3,5,47,6,2,4,2,19,14,41,36,14.30769231,47,2,186,68,118,24,186,2,27,0,10,17,114,24,5,43,46,140,23,92,96
9781,2019,13,3,,3,1,,3,2,5,2,5,231,,7,14,20,3,4,94,10,,3,4,,,2,94,23.18181818,94,2,255,152,103,19,255,2,59,1,10,13,115,98,30,12,141,114,18,100,102
9768,2019,10,3,,,3,,1,3,3,,3,127,5,32,2,2,4,6,31,7,2,,,13,,36,3,12.54545455,36,2,138,84,54,20,143,1,27,0,10,10,99,18,,26,80,63,19,98,104
7176,2019,12,3,,,1,,1,3,4,1,4,217,,6,3,39,3,3,55,10,4,3,2,3,30,21,52,16.71428571,55,2,234,119,115,24,234,1,41,0,13,13,113,28,36,57,90,144,23,99,102
9837,2019,27,4,,1,1,,1,3,5,1,5,317,12,42,12,12,11,31,52,7,4,4,12,7,21,81,30,23.28571429,81,4,326,167,159,39,338,1,50,8,12,35,56,121,23,138,91,247,38,102,104
9763,2019,14,4,,,1,,1,3,4,,4,261,,24,1,5,9,23,46,27,6,7,4,25,8,70,23,19.85714286,70,1,278,135,143,30,278,1,51,7,12,19,133,48,5,92,90,188,29,99,104
9754,2019,20,3,,,2,,1,3,3,,3,246,,9,15,14,17,4,76,5,,4,,6,21,78,12,21.75,78,4,261,140,121,33,261,2,45,5,10,25,134,71,,56,104,157,32,96,100
9790,2019,20,3,,,2,,1,4,3,1,3,329,,5,27,13,3,20,92,10,,2,2,33,44,52,43,26.61538462,92,2,346,170,176,35,346,1,34,8,11,27,114,68,21,143,77,269,34,99,102
9811,2019,5,3,,1,1,,1,2,3,,3,231,,32,5,2,3,4,82,11,,4,3,17,16,13,53,18.84615385,82,2,245,139,106,26,245,1,49,3,11,18,9,134,26,76,92,153,25,98,101
13617,2019,11,4,,1,1,,1,3,4,2,4,265,,,5,2,,59,23,16,5,2,17,30,19,65,42,23.75,65,2,285,105,180,33,285,1,44,6,11,25,92,47,21,125,76,209,32,93,96
9792,2019,22,4,,1,1,,1,3,4,,4,182,,11,3,18,3,,35,7,3,3,3,2,30,28,54,15.38461538,54,2,200,77,123,28,200,2,29,4,12,20,107,46,7,40,90,110,27,99,102
9804,2019,11,4,,,2,,,3,6,2,6,206,,5,9,17,2,3,42,6,1,3,3,5,41,64,28,16.35714286,64,1,229,84,145,28,229,1,33,1,12,17,14,128,14,73,88,141,27,97,102
9755,2019,12,3,,,1,,1,3,3,,3,160,4,32,5,,5,8,50,5,4,4,3,3,6,27,18,13.07692308,50,3,170,105,65,24,174,1,37,2,11,16,25,94,1,54,82,92,23,100,104
9839,2019,38,4,,,,,,1,6,2,6,1273,56,35,86,14,75,81,253,60,36,36,13,120,81,166,180,88.28571429,253,13,1236,604,632,78,1292,1,79,22,13,77,311,515,11,455,104,1188,77,103,104
9745,2019,19,4,,1,,,,2,5,1,5,265,,26,19,3,4,5,29,9,10,6,9,13,24,88,38,20.21428571,88,3,283,95,188,34,283,1,46,6,12,28,122,77,33,51,83,200,33,100,104
9821,2019,13,3,,1,1,,,2,3,,3,448,,31,15,25,11,39,96,12,,35,5,61,75,39,17,35.46153846,96,5,461,229,232,44,461,1,32,10,10,36,166,146,5,144,119,342,43,99,100
9823,2019,11,3,,1,1,,1,3,3,,3,163,,6,2,15,4,3,61,8,,3,,3,43,24,6,14.83333333,61,2,178,99,79,20,178,1,25,0,10,10,78,45,,55,70,108,19,95,100
9816,2019,8,4,,,1,,1,3,5,1,5,182,,14,9,2,3,3,48,7,,2,3,6,41,37,27,15.53846154,48,2,202,86,116,27,202,2,25,5,11,18,12,102,4,84,73,129,26,97,101
10240,2019,13,4,,,2,,1,2,5,1,5,222,,6,6,27,3,5,76,13,,2,,2,6,38,58,20.16666667,76,2,242,136,106,28,242,1,39,1,10,19,103,43,9,87,87,155,27,99,100
9830,2019,12,3,,,1,,3,3,3,,3,173,,34,2,7,4,7,59,6,,,,3,42,16,9,17.18181818,59,2,189,119,70,26,189,1,22,7,9,18,89,47,21,32,71,118,25,98,100
9835,2019,16,4,,,1,,1,2,4,,4,200,,12,25,4,4,10,33,7,6,4,5,5,,33,68,16.61538462,68,4,216,95,121,27,216,2,37,5,12,18,71,86,22,37,108,108,26,103,104
9791,2019,29,3,,,3,,1,3,3,,3,282,15,9,8,17,3,8,66,9,4,5,3,33,61,39,18,20.21428571,66,3,283,120,163,40,298,1,47,10,12,33,134,68,22,74,99,199,39,100,104
9765,2019,22,3,,,,,,2,3,,3,223,,9,8,32,10,24,26,8,10,24,2,6,30,34,11,16.71428571,34,2,234,117,117,37,234,1,30,10,12,28,103,8,9,114,98,136,36,100,104
9796,2019,15,4,,,2,,1,3,4,,4,340,,7,9,32,8,16,48,13,3,35,3,37,20,69,58,25.57142857,69,3,358,133,225,40,358,1,37,4,12,33,85,70,49,154,74,284,39,99,103
9753,2019,11,4,,,2,,1,3,7,3,7,343,,6,38,9,10,16,121,10,,5,1,6,75,52,21,28.46153846,121,1,370,210,160,40,370,1,45,9,10,30,137,71,,162,80,290,39,97,100
9774,2019,7,4,,,,,,2,4,1,4,149,,8,27,9,3,3,17,2,,2,4,3,57,8,21,12.61538462,57,2,164,69,95,24,164,1,45,3,11,14,95,21,13,35,73,91,23,100,101
9732,2019,7,4,,,2,,1,4,5,1,5,118,,5,4,23,5,8,15,7,,1,,4,6,24,38,11.66666667,38,1,140,67,73,16,140,1,24,0,11,5,79,41,,20,97,43,15,102,104
6108,2019,11,5,,,2,,1,3,6,1,6,131,,,,15,2,3,46,5,,2,,3,24,22,33,15.5,46,2,155,71,84,21,155,2,35,3,10,13,90,18,16,31,88,67,20,90,90
9786,2019,22,4,,,1,,,2,5,2,5,235,,25,14,20,3,5,33,5,3,3,5,14,40,37,47,18.14285714,47,3,254,105,149,25,254,1,43,3,13,17,121,37,29,67,93,161,24,101,102
9761,2019,10,4,,,2,,1,3,4,,4,104,3,11,9,1,,5,16,7,2,3,3,,1,31,30,9.916666667,31,1,119,49,70,20,122,1,25,4,10,11,65,36,8,13,84,38,19,102,104
9798,2019,10,3,,1,1,,1,2,3,,3,206,,6,6,14,3,7,22,1,3,,3,30,14,59,52,16.92307692,59,1,220,59,161,27,220,1,38,3,11,18,95,48,15,62,91,129,26,101,103
7169,2019,9,4,,,1,,1,3,6,2,6,131,,6,15,5,3,10,20,5,,3,3,7,,37,40,12.83333333,40,3,154,64,90,20,154,2,28,2,11,11,86,53,5,10,72,82,19,101,103
9838,2019,9,3,,5,1,,1,2,3,,3,257,,5,16,20,4,10,65,10,,2,,2,21,27,93,22.91666667,93,2,275,130,145,27,275,1,41,3,10,19,144,58,6,67,95,180,26,98,100
9752,2019,58,5,,1,1,,1,3,5,,5,685,1,23,10,2,13,57,137,15,8,4,2,42,145,157,90,50.35714286,157,2,705,257,448,48,706,1,69,15,10,42,288,147,50,221,92,614,47,98,100
12693,2019,30,5,,,1,,2,4,8,3,8,256,2,12,19,3,3,8,38,5,,2,5,,48,101,41,23.75,101,2,285,88,197,30,287,2,28,6,10,24,37,124,16,110,75,212,29,99,101
9782,2019,41,5,,1,2,,1,3,5,,5,333,1,31,11,7,5,6,41,10,7,7,3,17,86,93,30,25.28571429,93,3,354,111,243,42,355,1,52,7,12,34,125,164,18,48,71,284,41,100,102
7168,2019,13,2,,,1,,1,2,2,,2,114,,,,10,5,,2,,,3,,3,11,29,61,15.5,61,2,124,17,107,14,124,2,29,0,6,10,100,9,8,7,68,56,13,87,89
9843,2019,9,3,,,,,,2,3,,3,129,,3,12,3,,16,28,7,2,3,3,14,6,31,12,10.76923077,31,2,140,69,71,23,140,1,22,2,12,13,13,97,6,24,84,56,22,101,104
9815,2019,14,4,,2,2,,1,3,4,,4,213,,37,12,12,4,,43,7,,3,5,17,59,5,29,19.41666667,59,3,233,115,118,24,233,1,38,3,10,17,33,108,14,78,81,152,23,98,101
10143,2019,11,3,,1,2,,1,2,3,,3,160,,6,19,3,4,10,41,5,3,2,1,2,18,3,58,12.5,58,1,175,88,87,19,175,1,39,1,11,10,53,65,9,48,76,99,18,99,103
9784,2019,32,4,,,1,,1,3,4,,4,204,4,8,2,20,,10,31,8,5,3,2,24,42,20,42,16.69230769,42,2,217,79,138,30,221,1,34,6,12,21,122,49,5,45,115,106,29,98,102
9841,2019,12,3,,2,1,,1,2,3,,3,96,,6,9,2,3,7,27,9,3,2,,7,,4,32,9.25,32,2,111,63,48,15,111,1,31,0,10,7,26,77,,8,76,35,14,100,104
9840,2019,21,3,,,1,,1,4,3,,3,245,,6,8,12,,33,45,8,3,3,5,21,47,53,16,20,53,3,260,112,148,33,260,1,39,6,12,25,27,155,28,50,108,152,32,100,104
9756,2019,13,4,,,1,,1,3,5,1,5,262,,16,19,2,,5,52,10,3,,3,57,15,70,30,23.5,70,2,282,104,178,28,282,2,39,6,11,20,15,134,16,117,81,201,27,100,104
9757,2019,13,3,,1,3,1,3,3,3,,3,153,,5,12,4,3,6,53,10,6,3,2,2,,12,55,13.30769231,55,2,173,93,80,19,173,1,38,0,12,10,37,72,15,49,83,90,18,100,104
9825,2019,11,4,,,3,,1,4,6,2,6,201,5,6,22,,4,5,50,8,,2,,30,64,11,20,20.18181818,64,2,222,95,127,26,227,1,41,1,9,20,86,34,38,69,95,132,25,96,100
9748,2019,23,3,,,2,,1,3,4,1,4,372,20,6,9,15,3,31,69,13,,2,5,41,105,54,17,28.46153846,105,2,370,146,224,45,390,1,47,11,11,38,45,178,17,150,95,295,44,97,101
9828,2019,18,4,,,1,,3,3,4,,4,191,,9,5,19,3,6,33,5,,2,,18,56,17,37,17.5,56,2,210,80,130,25,210,2,37,1,11,17,75,24,42,69,73,137,24,95,100
9747,2019,10,3,,,2,,,2,3,1,3,196,,9,5,26,2,3,40,6,4,8,4,33,11,46,13,15,46,2,210,91,119,27,210,1,27,0,12,20,68,53,3,86,63,147,26,98,103
9799,2019,7,3,,,1,,1,3,3,,3,162,3,24,2,4,10,10,41,9,3,2,,,16,40,12,14.41666667,41,2,173,100,73,18,176,2,31,2,10,12,91,26,3,56,88,88,17,98,103
9734,2019,6,4,,,1,,1,3,4,,4,144,,15,16,2,8,11,25,9,,8,3,5,4,31,24,12.38461538,31,2,161,86,75,17,161,2,23,0,12,6,119,24,5,13,109,52,16,99,104
9829,2019,27,3,,,,,,2,3,,3,208,,18,7,23,4,5,70,13,,3,,13,40,18,5,18.25,70,3,219,140,79,30,219,1,24,3,10,22,129,43,,47,85,134,29,98,103
7170,2019,1,1,,,1,,3,2,1,,1,40,,7,,4,,,24,9,,,,5,,,,9.8,24,4,49,44,5,5,49,4,24,0,5,0,,49,,,49,,4,77,101
